source_x,source_y,source_z,itemid,actionid,uniqueid,dest_x,dest_y,dest_z,origin,teleport_kind,movement_script
33131,32683,12,1397,6012,0,0,0,0,item_node,item_type_teleport,
33135,32683,12,1397,6011,0,0,0,0,item_node,item_type_teleport,
33286,31589,12,1387,0,0,33277,31592,11,item_node,item_type_teleport,
32278,31903,13,1397,689,0,0,0,0,item_node,item_type_teleport,
32311,31978,13,1397,987,0,0,0,0,item_node,item_type_teleport,
32796,32460,13,5023,0,0,0,0,0,item_node,item_type_teleport,
32821,32343,13,5023,0,0,0,0,0,item_node,item_type_teleport,
33073,32590,13,1397,6005,0,0,0,0,item_node,item_type_teleport,
33080,32589,13,1397,6006,0,0,0,0,item_node,item_type_teleport,
33082,32569,13,1387,0,0,0,0,0,item_node,item_type_teleport,
33093,32823,13,1397,5999,0,0,0,0,item_node,item_type_teleport,
33097,32816,13,1397,6000,0,0,0,0,item_node,item_type_teleport,
33211,32701,13,1387,0,0,0,0,0,item_node,item_type_teleport,
33234,31642,13,1387,0,0,33233,31643,14,item_node,item_type_teleport,
33234,32688,13,1397,6017,0,0,0,0,item_node,item_type_teleport,
33234,32692,13,1397,6016,0,0,0,0,item_node,item_type_teleport,
33236,31659,13,1387,0,0,0,0,0,item_node,item_type_teleport,
33240,32856,13,1397,6007,0,0,0,0,item_node,item_type_teleport,
33246,32849,13,1397,6008,0,0,0,0,item_node,item_type_teleport,
33259,32708,13,1387,0,0,33237,32644,14,item_node,item_type_teleport,
33263,32668,13,1387,0,0,0,0,0,item_node,item_type_teleport,
33293,32742,13,1397,6003,0,0,0,0,item_node,item_type_teleport,
33298,32742,13,1397,6004,0,0,0,0,item_node,item_type_teleport,
32192,31938,14,1397,890,0,0,0,0,item_node,item_type_teleport,
32250,31892,14,1397,1337,0,0,0,0,item_node,item_type_teleport,
32749,32344,14,1387,0,0,32819,32344,7,item_node,item_type_teleport,
32754,32326,14,1387,0,0,32771,32252,14,item_node,item_type_teleport,
32760,32330,14,1387,0,0,32844,32238,14,item_node,item_type_teleport,
32762,32280,14,1387,0,0,32749,32289,14,item_node,item_type_teleport,
32762,32290,14,1387,0,0,0,0,0,item_node,item_type_teleport,
32770,32252,14,1387,0,0,32754,32327,14,item_node,item_type_teleport,
32803,32459,14,5023,0,0,0,0,0,item_node,item_type_teleport,
32808,32412,14,1387,0,0,0,0,0,item_node,item_type_teleport,
32844,32275,14,1387,0,0,32764,32273,14,item_node,item_type_teleport,
32874,32276,14,1387,0,0,32852,32287,14,item_node,item_type_teleport,
33052,32779,14,1387,0,0,0,0,0,item_node,item_type_teleport,
33056,32636,14,1387,0,0,33083,32610,14,item_node,item_type_teleport,
33070,31620,14,1387,0,0,33070,31620,15,item_node,item_type_teleport,
33073,32781,14,1387,0,0,0,0,0,item_node,item_type_teleport,
33083,32569,14,1387,0,0,33082,32569,13,item_node,item_type_teleport,
33083,32609,14,1387,0,0,33056,32635,14,item_node,item_type_teleport,
33109,33009,14,1387,0,0,0,0,0,item_node,item_type_teleport,
33124,32759,14,1387,0,0,33129,32736,14,item_node,item_type_teleport,
33130,32736,14,1387,0,0,33124,32760,14,item_node,item_type_teleport,
33174,32694,14,1387,0,0,0,0,0,item_node,item_type_teleport,
33179,33018,14,1387,0,0,0,0,0,item_node,item_type_teleport,
33183,32717,14,1387,0,0,33231,32705,8,item_node,item_type_teleport,
33195,33002,14,1387,0,0,0,0,0,item_node,item_type_teleport,
33206,32955,14,1387,0,0,33109,33008,14,item_node,item_type_teleport,
33206,32982,14,1387,0,0,0,0,0,item_node,item_type_teleport,
33212,32699,14,1387,0,0,0,0,0,item_node,item_type_teleport,
33238,32644,14,1387,0,0,33259,32707,13,item_node,item_type_teleport,
33242,32668,14,1387,0,0,33246,32671,13,item_node,item_type_teleport,
33244,32691,14,1387,0,0,33248,32693,13,item_node,item_type_teleport,
33246,32676,14,1387,0,0,33246,32679,13,item_node,item_type_teleport,
33247,32700,14,1387,0,0,33254,32699,13,item_node,item_type_teleport,
33252,32707,14,1387,0,0,33253,32704,13,item_node,item_type_teleport,
33255,32688,14,1387,0,0,33255,32685,13,item_node,item_type_teleport,
33256,32671,14,1387,0,0,33256,32674,13,item_node,item_type_teleport,
33256,32694,14,1387,0,0,33257,32692,13,item_node,item_type_teleport,
33258,32678,14,1387,0,0,33259,32682,13,item_node,item_type_teleport,
33260,32702,14,1387,0,0,33259,32700,13,item_node,item_type_teleport,
33263,32681,14,1397,0,0,0,0,0,item_node,item_type_teleport,
33264,32691,14,1387,0,0,33264,32694,13,item_node,item_type_teleport,
33265,32686,14,1387,0,0,33268,32685,13,item_node,item_type_teleport,
33269,32665,14,1387,0,0,33265,32671,13,item_node,item_type_teleport,
33269,32676,14,1387,0,0,33265,32677,13,item_node,item_type_teleport,
33269,32698,14,1397,0,0,0,0,0,item_node,item_type_teleport,
33272,32553,14,1397,6018,0,0,0,0,item_node,item_type_teleport,
33275,32685,14,1397,0,0,0,0,0,item_node,item_type_teleport,
33276,32553,14,1397,6009,0,0,0,0,item_node,item_type_teleport,
33279,32682,14,1397,0,0,0,0,0,item_node,item_type_teleport,
33324,31592,14,1387,0,0,33324,31575,15,item_node,item_type_teleport,
33350,32830,14,1387,0,0,33282,32744,8,item_node,item_type_teleport,
33368,32805,14,1387,0,0,0,0,0,item_node,item_type_teleport,
33396,32852,14,1387,0,0,0,0,0,item_node,item_type_teleport,
33399,32802,14,1387,13000,0,0,0,0,item_node,item_type_teleport,
32171,31853,15,1397,692,0,0,0,0,item_node,item_type_teleport,
32176,31864,15,1387,0,0,32176,31870,15,item_node,item_type_teleport,
32176,31869,15,1387,1335,0,0,0,0,item_node,item_type_teleport,
32177,31864,15,1387,0,0,32177,31870,15,item_node,item_type_teleport,
32177,31869,15,1387,1336,0,0,0,0,item_node,item_type_teleport,
32215,31849,15,1397,691,0,0,0,0,item_node,item_type_teleport,
32219,31913,15,1387,0,0,0,0,0,item_node,item_type_teleport,
32259,31847,15,1387,0,0,32245,31891,14,item_node,item_type_teleport,
32259,31858,15,1387,0,0,32312,31974,13,item_node,item_type_teleport,
32264,31853,15,1387,0,0,32201,31845,7,item_node,item_type_teleport,
32267,31847,15,1387,0,0,32275,31905,13,item_node,item_type_teleport,
32267,31858,15,1387,0,0,32185,31939,14,item_node,item_type_teleport,
32274,31847,15,1387,0,0,32171,31855,15,item_node,item_type_teleport,
32274,31858,15,1387,0,0,32216,31846,15,item_node,item_type_teleport,
32400,31656,15,1387,0,0,0,0,0,item_node,item_type_teleport,
32767,32226,15,1387,0,0,32821,32238,12,item_node,item_type_teleport,
32774,32410,15,1387,0,0,0,0,0,item_node,item_type_teleport,
32774,32443,15,5023,0,0,0,0,0,item_node,item_type_teleport,
32785,32308,15,5023,0,0,32732,32266,15,item_node,item_type_teleport,
32795,32459,15,5023,0,0,0,0,0,item_node,item_type_teleport,
32802,32399,15,5023,0,0,0,0,0,item_node,item_type_teleport,
32807,32327,15,5023,0,0,32827,32241,12,item_node,item_type_teleport,
32808,32419,15,5023,0,0,0,0,0,item_node,item_type_teleport,
32835,32261,15,5023,0,0,32827,32244,12,item_node,item_type_teleport,
32845,32445,15,5023,0,0,0,0,0,item_node,item_type_teleport,
32855,32383,15,5023,0,0,0,0,0,item_node,item_type_teleport,
32859,32352,15,5023,0,0,0,0,0,item_node,item_type_teleport,
32865,32276,15,5023,0,0,0,0,0,item_node,item_type_teleport,
32876,32225,15,1387,0,0,0,0,0,item_node,item_type_teleport,
33073,32603,15,1387,0,0,33092,32590,15,item_node,item_type_teleport,
33103,32590,15,1387,0,0,0,0,0,item_node,item_type_teleport,
33116,32656,15,1387,0,0,0,0,0,item_node,item_type_teleport,
33117,32627,15,1387,0,0,33194,32665,15,item_node,item_type_teleport,
33120,32811,15,1387,0,0,33086,32781,14,item_node,item_type_teleport,
33127,32594,15,1387,0,0,33131,32566,8,item_node,item_type_teleport,
33146,32668,15,1387,0,0,33206,32592,8,item_node,item_type_teleport,
33157,32771,15,1387,0,0,33184,32768,15,item_node,item_type_teleport,
33175,32937,15,1387,0,0,33250,32832,8,item_node,item_type_teleport,
33178,32664,15,1387,0,0,33129,32657,15,item_node,item_type_teleport,
33183,32757,15,1387,0,0,33190,32947,15,item_node,item_type_teleport,
33184,32767,15,1387,0,0,33157,32772,15,item_node,item_type_teleport,
33191,32959,15,1387,0,0,0,0,0,item_node,item_type_teleport,
33194,32664,15,1387,0,0,33118,32627,15,item_node,item_type_teleport,
33245,32686,15,1397,0,0,0,0,0,item_node,item_type_teleport,
33252,32703,15,1397,0,0,0,0,0,item_node,item_type_teleport,
33270,32667,15,1397,0,0,0,0,0,item_node,item_type_teleport,
